Landskode	Stadnamn nynorsk	Stadnamn bokmål	Stadnamn engelsk	Geonames-ID	Stadtype nynorsk	Stadtype bokmål	Stadtype engelsk	Landsnamn nynorsk	Landsnamn bokmål	Landsnamn engelsk	Folketal	Lat	Lon	Høgd over havet	Lenke til county	Lenke til engelsk-XML
UA	Tsjernivtsi	Chernivtsi	Chernivtsi	710719	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	236250	48.29149	25.94034	224	Tjernivtsi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.29149&lon=25.94034
UA	Khotyn	Khotyn	Khotyn	706244	by	by	town	Ukraina	Ukraina	Ukraine	10799	48.50693	26.49121	247	Tjernivtsi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.50693&lon=26.49121
UA	Sokyryany	Sokyryany	Sokyryany	693284	folkesett stad	befolket sted	populated place	Ukraina	Ukraina	Ukraine	9877	48.44747	27.41678	207	Tjernivtsi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.44747&lon=27.41678
UA	Hlyboka	Hlyboka	Hlyboka	707757	folkesett stad	befolket sted	populated place	Ukraina	Ukraina	Ukraine	8942	48.08971	25.92933	352	Tjernivtsi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.08971&lon=25.92933
UA	Zastavna	Zastavna	Zastavna	687578	folkesett stad	befolket sted	populated place	Ukraina	Ukraina	Ukraine	8536	48.52307	25.84369	217	Tjernivtsi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.52307&lon=25.84369
UA	Dnipropetrovsk	Dnipropetrovsk	Dnipropetrovs'k	709930	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	1032822	48.45000	34.98333	146	Dnipropetrovsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.45000&lon=34.98333
UA	Kryvyy Rih	Kryvyy Rih	Kryvyy Rih	703845	by	by	city	Ukraina	Ukraina	Ukraine	652380	47.90966	33.38044	112	Dnipropetrovsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=47.90966&lon=33.38044
UA	Dniprodzerzhyns’k	Dniprodzerzhyns’k	Dniprodzerzhyns'k	709932	by	by	city	Ukraina	Ukraina	Ukraine	248575	48.51134	34.60210	81	Dnipropetrovsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.51134&lon=34.60210
UA	Pavlohrad	Pavlohrad	Pavlohrad	697889	by	by	city	Ukraina	Ukraina	Ukraine	115932	48.53341	35.87050	62	Dnipropetrovsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.53341&lon=35.87050
UA	Zhovti Vody	Zhovti Vody	Zhovti Vody	687196	by	by	city	Ukraina	Ukraina	Ukraine	51559	48.34731	33.50034	173	Dnipropetrovsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.34731&lon=33.50034
UA	Mariupol'	Mariupol'	Mariupol	701822	by	by	city	Ukraina	Ukraina	Ukraine	481626	47.06667	37.50000	44	Donetsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=47.06667&lon=37.50000
UA	Makiyivka	Makiyivka	Makiyivka	702320	by	by	city	Ukraina	Ukraina	Ukraine	376610	48.04782	37.92576	183	Donetsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.04782&lon=37.92576
UA	Horlivka	Horlivka	Horlivka	707753	by	by	city	Ukraina	Ukraina	Ukraine	278550	48.34698	38.05419	291	Donetsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.34698&lon=38.05419
UA	Kostyantynivka	Kostyantynivka	Kostyantynivka	705104	by	by	city	Ukraina	Ukraina	Ukraine	91259	48.52770	37.70690	91	Donetsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.52770&lon=37.70690
UA	Krasnoarmiys’k	Krasnoarmiys’k	Krasnoarmiys'k	704422	by	by	city	Ukraina	Ukraina	Ukraine	68263	48.28198	37.17585	204	Donetsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.28198&lon=37.17585
UA	Donets’k	Donets’k	Donetsk	709717	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	1024700	48.02300	37.80224	174	Donetsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.02300&lon=37.80224
UA	Donets’k	Donets’k	Donetsk	709717	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	1024700	48.02300	37.80224	174	Donetsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.02300&lon=37.80224
UA	Kalush	Kalush	Kalush	707099	by	by	city	Ukraina	Ukraina	Ukraine	67698	49.01187	24.37308	284	Ivano-Frankivsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.01187&lon=24.37308
UA	Kolomyya	Kolomyya	Kolomyia	705392	by	by	city	Ukraina	Ukraina	Ukraine	61781	48.53115	25.03649	279	Ivano-Frankivsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.53115&lon=25.03649
UA	Nadvirna	Nadvirna	Nadvirna	700507	by	by	town	Ukraina	Ukraina	Ukraine	20154	48.63480	24.56936	419	Ivano-Frankivsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.63480&lon=24.56936
UA	Rav	Rav	Burshtyn	711134	by	by	town	Ukraina	Ukraina	Ukraine	14729	49.25866	24.62776	227	Ivano-Frankivsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.25866&lon=24.62776
UA	Bolekhiv	Bolekhiv	Bolekhiv	711850	by	by	town	Ukraina	Ukraina	Ukraine	10238	49.06607	23.86435	363	Ivano-Frankivsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.06607&lon=23.86435
UA	Ivano-Frankivs’k	Ivano-Frankivs’k	Ivano-Frankivs’k	707471	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	204200	48.92150	24.70972	251	Ivano-Frankivsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.92150&lon=24.70972
UA	Ivano-Frankivs’k	Ivano-Frankivs’k	Ivano-Frankivs’k	707471	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	204200	48.92150	24.70972	251	Ivano-Frankivsk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.92150&lon=24.70972
UA	Kharkiv	Kharkiv	Kharkiv	706483	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	1430885	49.98081	36.25272	128	Kharkiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.98081&lon=36.25272
UA	Lozova	Lozova	Lozova	702760	by	by	city	Ukraina	Ukraina	Ukraine	62311	48.88937	36.31755	179	Kharkiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.88937&lon=36.31755
UA	Izyum	Izyum	Izyum	707292	by	by	city	Ukraina	Ukraina	Ukraine	53778	49.20875	37.24848	84	Kharkiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.20875&lon=37.24848
UA	Chuhuyiv	Chuhuyiv	Chuhuyiv	710374	by	by	city	Ukraina	Ukraina	Ukraine	36519	49.83588	36.68803	137	Kharkiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.83588&lon=36.68803
UA	Balakliya	Balakliya	Balakliya	712926	by	by	city	Ukraina	Ukraina	Ukraine	31156	49.46270	36.85951	86	Kharkiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.46270&lon=36.85951
UA	Kherson	Kherson	Kherson	706448	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	320477	46.65581	32.61780	43	Kherson	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.65581&lon=32.61780
UA	Nova Kakhovka	Nova Kakhovka	Nova Kakhovka	699839	by	by	city	Ukraina	Ukraina	Ukraine	50672	46.75451	33.34864	22	Kherson	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.75451&lon=33.34864
UA	Kakhovka	Kakhovka	Kakhovka	707244	by	by	city	Ukraina	Ukraina	Ukraine	36816	46.81371	33.48698	32	Kherson	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.81371&lon=33.48698
UA	Beryslav	Beryslav	Beryslav	712260	by	by	town	Ukraina	Ukraina	Ukraine	14880	46.84152	33.42838	6	Kherson	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.84152&lon=33.42838
UA	Kalanchak	Kalanchak	Kalanchak	707232	by	by	town	Ukraina	Ukraina	Ukraine	10673	46.25623	33.29070	7	Kherson	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.25623&lon=33.29070
UA	Shepetivka	Shepetivka	Shepetivka	694216	by	by	city	Ukraina	Ukraina	Ukraine	46419	50.18545	27.06365	241	Khmelnytskyi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.18545&lon=27.06365
UA	Starokostyantyniv	Starokostyantyniv	Starokostyantyniv	692818	by	by	city	Ukraina	Ukraina	Ukraine	33897	49.75764	27.20342	268	Khmelnytskyi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.75764&lon=27.20342
UA	Slavuta	Slavuta	Slavuta	693581	by	by	city	Ukraina	Ukraina	Ukraine	33080	50.30155	26.86506	199	Khmelnytskyi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.30155&lon=26.86506
UA	Netishyn	Netishyn	Netishyn	700261	by	by	city	Ukraina	Ukraina	Ukraine	33063	50.34004	26.64171	185	Khmelnytskyi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.34004&lon=26.64171
UA	Polonne	Polonne	Polonne	696660	by	by	town	Ukraina	Ukraina	Ukraine	22348	50.12424	27.51087	225	Khmelnytskyi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.12424&lon=27.51087
UA	Khmel’nyts’kyy	Khmel’nyts’kyy	Khmel’nyts’kyy	706369	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	398346	49.42161	26.99653	285	Khmelnytskyi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.42161&lon=26.99653
UA	Khmel’nyts’kyy	Khmel’nyts’kyy	Khmel’nyts’kyy	706369	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	398346	49.42161	26.99653	285	Khmelnytskyi	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.42161&lon=26.99653
UA	Kirovohrad	Kirovohrad	Kirovohrad	705812	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	249454	48.51320	32.25970	132	Kirovohrad	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.51320&lon=32.25970
UA	Znomenka	Znomenka	Znam”yanka	686919	by	by	town	Ukraina	Ukraina	Ukraine	28318	48.71278	32.66472	197	Kirovohrad	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.71278&lon=32.66472
UA	Novoukrayinka	Novoukrayinka	Novoukrayinka	699078	by	by	town	Ukraina	Ukraina	Ukraine	18633	48.32635	31.52852	141	Kirovohrad	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.32635&lon=31.52852
UA	Hayvoron	Hayvoron	Hayvoron	708898	by	by	town	Ukraina	Ukraina	Ukraine	15526	48.33958	29.86791	134	Kirovohrad	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.33958&lon=29.86791
UA	Novomyrhorod	Novomyrhorod	Novomyrhorod	699453	by	by	town	Ukraina	Ukraina	Ukraine	12728	48.78105	31.64204	150	Kirovohrad	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.78105&lon=31.64204
UA	Kertsj	Kertsj	Kerch	706524	by	by	city	Ukraina	Ukraina	Ukraine	152195	45.36070	36.47060	2	Crimea	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=45.36070&lon=36.47060
UA	Yevpatoriya	Yevpatoriya	Eupatoria	688105	by	by	city	Ukraina	Ukraina	Ukraine	105223	45.20091	33.36655	11	Crimea	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=45.20091&lon=33.36655
UA	Jalta	Jalta	Yalta	688533	by	by	city	Ukraina	Ukraina	Ukraine	79509	44.50013	34.16148	62	Crimea	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=44.50013&lon=34.16148
UA	Feodosiya	Feodosiya	Feodosiya	709161	by	by	city	Ukraina	Ukraina	Ukraine	72052	45.03677	35.37789	1	Crimea	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=45.03677&lon=35.37789
UA	Dzhankoy	Dzhankoy	Dzhankoy	709334	by	by	city	Ukraina	Ukraina	Ukraine	41731	45.71168	34.39274	8	Crimea	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=45.71168&lon=34.39274
UA	Simferopol	Simferopol	Simferopol	693805	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	358108	44.95719	34.11079	256	Crimea	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=44.95719&lon=34.11079
UA	Simferopol	Simferopol	Simferopol	693805	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	358108	44.95719	34.11079	256	Crimea	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=44.95719&lon=34.11079
UA	Kiev	Kiev	Kyiv	703448	Hovudstad	Hovedstad	capital	Ukraina	Ukraina	Ukraine	2514227	50.45466	30.52380	136	Kiev	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.45466&lon=30.52380
UA	Kiev	Kiev	Kyiv	703448	Hovudstad	Hovedstad	capital	Ukraina	Ukraina	Ukraine	2514227	50.45466	30.52380	136	Kiev	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.45466&lon=30.52380
UA	Bila Tserkva	Bila Tserkva	Bila Tserkva	712165	by	by	city	Ukraina	Ukraina	Ukraine	199163	49.80939	30.11209	171	Kiev_oblast	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.80939&lon=30.11209
UA	Brovary	Brovary	Brovary	711390	by	by	city	Ukraina	Ukraina	Ukraine	88506	50.51809	30.80671	119	Kiev_oblast	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.51809&lon=30.80671
UA	Fastiv	Fastiv	Fastiv	709248	by	by	city	Ukraina	Ukraina	Ukraine	51143	50.07670	29.91770	217	Kiev_oblast	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.07670&lon=29.91770
UA	Irpin’	Irpin’	Irpin'	707565	by	by	city	Ukraina	Ukraina	Ukraine	40789	50.52175	30.25055	98	Kiev_oblast	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.52175&lon=30.25055
UA	Luhans’k	Luhans’k	Luhans'k	702658	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	452000	48.56705	39.31706	86	Luhansk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.56705&lon=39.31706
UA	Lisichansk	Lisichansk	Lisichansk	702972	by	by	city	Ukraina	Ukraina	Ukraine	111600	48.90485	38.44207	143	Luhansk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.90485&lon=38.44207
UA	Krasnyy Luch	Krasnyy Luch	Krasnyy Luch	704202	by	by	city	Ukraina	Ukraina	Ukraine	90005	48.13954	38.93715	260	Luhansk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.13954&lon=38.93715
UA	Stakhanov	Stakhanov	Stakhanov	692975	by	by	city	Ukraina	Ukraina	Ukraine	84425	48.56818	38.64352	191	Luhansk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.56818&lon=38.64352
UA	Rubizhne	Rubizhne	Rubizhne	695274	by	by	city	Ukraina	Ukraina	Ukraine	62993	49.01229	38.37967	87	Luhansk	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.01229&lon=38.37967
UA	Lviv	Lviv	Lviv	702550	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	717803	49.83826	24.02324	273	Lviv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.83826&lon=24.02324
UA	Drogobych	Drogobych	Drohobych	709611	by	by	city	Ukraina	Ukraina	Ukraine	79406	49.34991	23.50561	296	Lviv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.34991&lon=23.50561
UA	Stryy	Stryy	Stryy	692372	by	by	city	Ukraina	Ukraina	Ukraine	61404	49.26223	23.85609	289	Lviv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.26223&lon=23.85609
UA	Boryslav	Boryslav	Boryslav	711669	by	by	city	Ukraina	Ukraina	Ukraine	36704	49.28672	23.43238	369	Lviv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.28672&lon=23.43238
UA	Sambir	Sambir	Sambir	694864	by	by	city	Ukraina	Ukraina	Ukraine	35197	49.51830	23.19752	296	Lviv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.51830&lon=23.19752
UA	Mykolayiv	Mykolayiv	Mykolayiv	700569	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	510840	46.96591	31.99740	21	Mykolajiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.96591&lon=31.99740
UA	Ochakiv	Ochakiv	Ochakiv	698770	by	by	town	Ukraina	Ukraina	Ukraine	16300	46.61283	31.54982	37	Mykolajiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.61283&lon=31.54982
UA	Novyy Buh	Novyy Buh	Novyy Buh	698953	by	by	town	Ukraina	Ukraina	Ukraine	15646	47.69308	32.52160	96	Mykolajiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=47.69308&lon=32.52160
UA	Snihurivka	Snihurivka	Snihurivka	693379	by	by	town	Ukraina	Ukraina	Ukraine	14873	47.07579	32.80516	19	Mykolajiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=47.07579&lon=32.80516
UA	Nova Odesa	Nova Odesa	Nova Odesa	699811	by	by	town	Ukraina	Ukraina	Ukraine	13547	47.30778	31.78506	48	Mykolajiv	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=47.30778&lon=31.78506
UA	Odessa	Odessa	Odessa	698740	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	1001558	46.47747	30.73262	47	Odessa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.47747&lon=30.73262
UA	Izmayil	Izmayil	Izmail	707308	by	by	city	Ukraina	Ukraina	Ukraine	82485	45.34929	28.84079	32	Odessa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=45.34929&lon=28.84079
UA	Bilhorod-Dnistrovs’kyy	Bilhorod-Dnistrovs’kyy	Bilhorod-Dnistrovs’kyy	712160	by	by	city	Ukraina	Ukraina	Ukraine	50201	46.19520	30.34938	20	Odessa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.19520&lon=30.34938
UA	Yuzhne	Yuzhne	Yuzhne	687997	by	by	town	Ukraina	Ukraina	Ukraine	25000	46.62211	31.10131	10	Odessa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=46.62211&lon=31.10131
UA	Kiliya	Kiliya	Kiliya	705883	by	by	town	Ukraina	Ukraina	Ukraine	21754	45.45518	29.26367	3	Odessa	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=45.45518&lon=29.26367
UA	Poltava	Poltava	Poltava	696643	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	317847	49.59373	34.54073	157	Poltava	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.59373&lon=34.54073
UA	Kremenchuk	Kremenchuk	Kremenchuk	704147	by	by	city	Ukraina	Ukraina	Ukraine	227494	49.09725	33.41972	86	Poltava	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.09725&lon=33.41972
UA	Lubny	Lubny	Lubny	702723	by	by	city	Ukraina	Ukraina	Ukraine	52600	50.01625	32.99694	145	Poltava	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.01625&lon=32.99694
UA	Komsomolsk	Komsomolsk	Komsomolsk	6559559	by	by	city	Ukraina	Ukraina	Ukraine	51740	49.00973	33.64546	77	Poltava	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.00973&lon=33.64546
UA	Svitlovods’k	Svitlovods’k	Svitlovods'k	692087	by	by	city	Ukraina	Ukraina	Ukraine	47946	49.04894	33.24106	69	Kirovohrad	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.04894&lon=33.24106
UA	Rivne	Rivne	Rivne	695594	by	by	city	Ukraina	Ukraina	Ukraine	255106	50.62308	26.22743	181	Rivne	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.62308&lon=26.22743
UA	Dubno	Dubno	Dubno	709540	by	by	city	Ukraina	Ukraina	Ukraine	37690	50.41694	25.73432	210	Rivne	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.41694&lon=25.73432
UA	Sarny	Sarny	Sarny	694792	by	by	town	Ukraina	Ukraina	Ukraine	27097	51.33795	26.60191	149	Rivne	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=51.33795&lon=26.60191
UA	Zdolbuniv	Zdolbuniv	Zdolbuniv	687432	by	by	town	Ukraina	Ukraina	Ukraine	23697	50.52060	26.24251	186	Rivne	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.52060&lon=26.24251
UA	Ostroh	Ostroh	Ostroh	698232	by	by	town	Ukraina	Ukraina	Ukraine	14251	50.32942	26.51425	193	Rivne	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.32942&lon=26.51425
UA	Sevastopol	Sevastopol	Sevastopol	694423	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	379200	44.58883	33.52240	114	Sevastopol	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=44.58883&lon=33.52240
UA	Kacha	Kacha	Kacha	707281	folkesett stad	befolket sted	populated place	Ukraina	Ukraina	Ukraine	5000	44.77635	33.54387	10	Sevastopol	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=44.77635&lon=33.54387
UA	Sevastopol	Sevastopol	Sevastopol	694423	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	379200	44.58883	33.52240	114	Sevastopol	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=44.58883&lon=33.52240
UA	Sumy	Sumy	Sumy	692194	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	294456	50.92160	34.80029	174	Sumy	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.92160&lon=34.80029
UA	Konotop	Konotop	Konotop	705135	by	by	city	Ukraina	Ukraina	Ukraine	91798	51.24032	33.20263	149	Sumy	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=51.24032&lon=33.20263
UA	Shostka	Shostka	Shostka	693942	by	by	city	Ukraina	Ukraina	Ukraine	85432	51.86296	33.46980	177	Sumy	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=51.86296&lon=33.46980
UA	Okhtyrka	Okhtyrka	Okhtyrka	713749	by	by	city	Ukraina	Ukraina	Ukraine	49818	50.31036	34.89879	125	Sumy	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.31036&lon=34.89879
UA	Romny	Romny	Romny	695464	by	by	city	Ukraina	Ukraina	Ukraine	48570	50.75104	33.47471	165	Sumy	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.75104&lon=33.47471
UA	Ternopil	Ternopil	Ternopil	691650	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	235676	49.55589	25.60556	347	Ternopil	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.55589&lon=25.60556
UA	Chortkiv	Chortkiv	Chortkiv	710400	by	by	town	Ukraina	Ukraina	Ukraine	27977	49.01709	25.79804	251	Ternopil	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.01709&lon=25.79804
UA	Berezhany	Berezhany	Berezhany	712374	by	by	town	Ukraina	Ukraina	Ukraine	16962	49.45000	24.93333	269	Ternopil	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.45000&lon=24.93333
UA	Terebovlya	Terebovlya	Terebovlya	691693	by	by	town	Ukraina	Ukraina	Ukraine	13153	49.30187	25.70997	341	Ternopil	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.30187&lon=25.70997
UA	Zbarazh	Zbarazh	Zbarazh	687455	by	by	town	Ukraina	Ukraina	Ukraine	12736	49.66357	25.77616	339	Ternopil	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.66357&lon=25.77616
UA	Vinnytsya	Vinnytsya	Vinnytsya	689558	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	352115	49.23278	28.48097	245	Vinnytsia	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.23278&lon=28.48097
UA	Zhmerynka	Zhmerynka	Zhmerynka	687116	by	by	city	Ukraina	Ukraina	Ukraine	35960	49.03705	28.11201	292	Vinnytsia	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.03705&lon=28.11201
UA	Kozyatyn	Kozyatyn	Kozyatyn	706571	by	by	town	Ukraina	Ukraina	Ukraine	25645	49.71431	28.83385	286	Vinnytsia	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=49.71431&lon=28.83385
UA	Haysyn	Haysyn	Haysyn	708901	by	by	town	Ukraina	Ukraina	Ukraine	24687	48.81143	29.38977	211	Vinnytsia	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.81143&lon=29.38977
UA	Ladyzhyn	Ladyzhyn	Ladyzhyn	703428	by	by	town	Ukraina	Ukraina	Ukraine	21393	48.68496	29.23678	166	Vinnytsia	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.68496&lon=29.23678
UA	Lutsk	Lutsk	Lutsk	702569	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	213661	50.75932	25.34244	177	Volyn	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.75932&lon=25.34244
UA	Kivertsy	Kivertsy	Kivertsy	705730	by	by	town	Ukraina	Ukraina	Ukraine	16509	50.83425	25.45821	182	Volyn	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.83425&lon=25.45821
UA	Rozhishche	Rozhishche	Rozhishche	695326	by	by	town	Ukraina	Ukraina	Ukraine	13280	50.91542	25.26906	166	Volyn	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=50.91542&lon=25.26906
UA	Kamin’-Kashyrs’kyy	Kamin’-Kashyrs’kyy	Kamin’-Kashyrs’kyy	707025	by	by	town	Ukraina	Ukraina	Ukraine	11042	51.62412	24.95864	161	Volyn	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=51.62412&lon=24.95864
UA	Ratne	Ratne	Ratne	695789	folkesett stad	befolket sted	populated place	Ukraina	Ukraina	Ukraine	9081	51.66830	24.53030	150	Volyn	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=51.66830&lon=24.53030
UA	Uzhhorod	Uzhhorod	Uzhhorod	690548	regionshovudstad	regionshovedstad	regional capital	Ukraina	Ukraina	Ukraine	117878	48.61667	22.30000	118	Zakarpattia	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.61667&lon=22.30000
UA	Mukacheve	Mukacheve	Mukacheve	700646	by	by	city	Ukraina	Ukraina	Ukraine	81633	48.43919	22.71779	124	Zakarpattia	https://api.met.no/weatherapi/locationforecast/2.0/compact?lat=48.43919&lon=22.71779
